Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
RG Sharma;5;36;30;3;1;120;none recorded;Deccan Chargers Innings (20 overs maximum);9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
AS Yadav;6;16;9;3;0;177.77;none recorded;Deccan Chargers Innings (20 overs maximum);9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
Kamran Akmal æ;1;12;9;1;1;133.33;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
GC Smith;2;71;45;9;2;157.77;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
YK Pathan;3;61;28;4;6;217.85;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
SR Watson;4;4;6;0;0;66.66;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
M Kaif;5;34;16;2;3;212.5;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
RA Jadeja;6;1;3;0;0;33.33;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
SK Warne (c);7;22;9;2;2;244.44;none recorded;Rajasthan Royals;9th match (N), Indian Premier League at Hyderabad, Apr 24 2008;Royals won by 3 wickets (with 1 ball remaining);Deccan Chargers;;214;5;Rajasthan Royals;217;7¾;19,5/20 ov)
K Goel;1;18;21;1;1;85.71;40;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
IK Pathan;2;6;3;0;0;200;6;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
KC Sangakkara æ;3;94;56;13;1;167.85;86;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
Yuvraj Singh (c);4;18;9;1;1;200;13;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
RR Sarwan;5;7;9;0;0;77.77;13;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
DPMD Jayawardene;6;12;7;0;1;171.42;14;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
S Sohal;7;0;4;0;0;0;4;Kings XI Punjab Innings (20 overs maximum);10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
L Ronchi æ;1;11;8;1;1;137.5;16;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
ST Jayasuriya;2;1;7;0;0;14.28;14;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
RV Uthappa;3;21;18;2;1;116.66;36;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
DJ Bravo;4;23;21;4;0;109.52;23;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
SS Tiwary;5;17;10;2;1;170;18;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
SM Pollock;6;22;21;2;1;104.76;30;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
AM Nayar;7;2;3;0;0;66.66;2;Mumbai Indians;10th match (N), Indian Premier League at Chandigarh, Apr 25 2008;Kings XI won by 66 runs;Kings XI Punjab;;182;;Mumbai Indians;116;9¾;20 ov)
SC Ganguly (c);1;12;19;1;0;63.15;48;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
BB McCullum æ;2;24;12;2;2;200;12;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
RT Ponting;3;0;1;0;0;0;1;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
WP Saha;4;27;16;5;1;168.75;16;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
DJ Hussey;5;0;2;0;0;0;6;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
Mohammad Hafeez;6;16;24;1;0;66.66;32;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
LR Shukla;7;42;33;4;1;127.27;48;Kolkata Knight Riders Innings (20 overs maximum);11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
PA Patel;1;21;27;3;0;77.77;38;Chennai Super Kings;11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
ML Hayden;2;70;49;6;3;142.85;77;Chennai Super Kings;11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
MS Dhoni (c) æ;3;43;27;3;2;159.25;38;Chennai Super Kings;11th match (D/N), Indian Premier League at Chennai, Apr 26 2008;Super Kings won by 9 wickets (with 18 balls remaining);Kolkata Knight Riders;;147;9;Chennai Super Kings;152;1¾;17/20 ov)
S Chanderpaul;1;2;9;0;0;22.22;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
R Dravid (c);2;0;1;0;0;0;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
LRPL Taylor;3;44;20;6;3;220;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
JH Kallis;4;11;10;2;0;110;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
V Kohli;5;13;14;0;1;92.85;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
MV Boucher æ;6;4;10;0;0;40;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
P Kumar;7;34;30;2;3;113.33;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
GC Smith;1;49;42;8;0;116.66;none recorded;Rajasthan Royals;12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
M Rawat æ;2;0;2;0;0;0;none recorded;Rajasthan Royals;12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
YK Pathan;3;21;12;5;0;175;none recorded;Rajasthan Royals;12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
SR Watson;4;61;41;8;2;148.78;none recorded;Rajasthan Royals;12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
M Kaif;5;4;6;1;0;66.66;none recorded;Rajasthan Royals;12th match (N), Indian Premier League at Bengaluru, Apr 26 2008;Royals won by 7 wickets (with 17 balls remaining);Royal Challengers Bangalore;;135;8;Rajasthan Royals;138;3¾;17,1/20 ov)
G Gambhir;1;18;14;3;0;128.57;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
V Sehwag (c);2;6;6;1;0;100;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
S Dhawan;3;0;3;0;0;0;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
Shoaib Malik;4;19;17;3;0;111.76;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
MK Tiwary;5;39;34;6;0;114.7;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
KD Karthik æ;6;24;14;2;1;171.42;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
R Bhatia;7;17;15;1;1;113.33;none recorded;Delhi Daredevils Innings (20 overs maximum);13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
K Goel;1;1;3;0;0;33.33;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
SM Katich;2;75;52;11;1;144.23;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
KC Sangakkara æ;3;4;2;1;0;200;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
DPMD Jayawardene;4;15;14;2;0;107.14;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
Yuvraj Singh (c);5;40;29;3;2;137.93;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
TM Srivastava;6;7;9;0;0;77.77;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
IK Pathan;7;10;7;2;0;142.85;none recorded;Kings XI Punjab;13th match (D/N), Indian Premier League at Chandigarh, Apr 27 2008;Kings XI won by 4 wickets (with 3 balls remaining);Delhi Daredevils;;158;8;Kings XI Punjab;162;6¾;19,3/20 ov)
L Ronchi æ;1;13;11;3;0;118.18;9;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
ST Jayasuriya;2;18;21;2;0;85.71;47;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
AM Rahane;3;0;7;0;0;0;7;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
RV Uthappa;4;6;5;1;0;120;8;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
SM Pollock (c);5;31;31;3;1;100;36;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
AM Nayar;6;34;19;1;3;178.94;33;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
DJ Bravo;7;34;18;3;1;188.88;32;Mumbai Indians Innings (20 overs maximum);14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
AC Gilchrist æ;1;109;47;9;10;231.91;none recorded;Deccan Chargers;14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
VVS Laxman (c);2;37;26;4;1;142.3;none recorded;Deccan Chargers;14th match (N), Indian Premier League at Mumbai, Apr 27 2008;Chargers won by 10 wickets (with 48 balls remaining);Mumbai Indians;;154;7;Deccan Chargers;155;0¾;12/20 ov)
PA Patel;1;21;17;2;1;123.52;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
ML Hayden;2;13;19;2;0;68.42;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
MEK Hussey;3;47;37;3;2;127.02;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
SK Raina;4;28;17;1;2;164.7;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
MS Dhoni (c) æ;5;65;30;9;3;216.66;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
JDP Oram;6;0;0;0;0;-;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
0;7;0;0;0;0;0;none recorded;Chennai Super Kings Innings (20 overs maximum);15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
B Chipli;1;8;11;1;0;72.72;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
W Jaffer;2;50;33;5;2;151.51;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
LRPL Taylor;3;53;34;3;3;155.88;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
JH Kallis;4;14;10;2;0;140;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
MV Boucher æ;5;4;6;0;0;66.66;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
V Kohli;6;12;7;2;0;171.42;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
R Dravid (c);7;0;1;0;0;0;none recorded;Royal Challengers Bangalore;15th match (N), Indian Premier League at Bengaluru, Apr 28 2008;Super Kings won by 13 runs;Chennai Super Kings;;178;5;Royal Challengers Bangalore;165;;19,4/20 ov)
BB McCullum æ;1;1;2;0;0;50;none recorded;Kolkata Knight Riders Innings (20 overs maximum);16th match (N), Indian Premier League at Kolkata, Apr 29 2008;Mum Indians won by 7 wickets (with 8 balls remaining);Kolkata Knight Riders;;137;8;Mumbai Indians;138;3¾;18,4/20 ov)
SC Ganguly (c);2;4;2;1;0;200;none recorded;Kolkata Knight Riders Innings (20 overs maximum);16th match (N), Indian Premier League at Kolkata, Apr 29 2008;Mum Indians won by 7 wickets (with 8 balls remaining);Kolkata Knight Riders;;137;8;Mumbai Indians;138;3¾;18,4/20 ov)
